Country code,Country name,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
NER,NIGER,553.0,574.0,596.0,619.0,635.0,657.0,661.0,679.0,699.0,711.0,723.0,738.0,757.0,774.0,786.0,794.0,805.0,811.0,818.0,823.0,828.0,836.0,839.0,848.0,858.0,873.0
NGA,NIGERIA,814.0,820.0,821.0,819.0,824.0,867.0,883.0,829.0,884.0,890.0,946.0,986.0,1040.0,1090.0,1140.0,1170.0,1200.0,1220.0,1240.0,1250.0,1250.0,1270.0,1280.0,1300.0,1320.0,1350.0
NIC,NICARAGUA,150.0,154.0,159.0,164.0,153.0,166.0,171.0,167.0,171.0,164.0,190.0,189.0,188.0,204.0,215.0,202.0,205.0,242.0,215.0,220.0,212.0,199.0,204.0,188.0,200.0,173.0
NLD,NETHERLANDS,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,10.0,11.0,12.0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0
NOR,NORWAY,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
NPL,NEPAL,258.0,275.0,291.0,308.0,328.0,349.0,368.0,386.0,406.0,425.0,444.0,461.0,482.0,505.0,527.0,548.0,570.0,591.0,611.0,631.0,660.0,693.0,742.0,798.0,851.0,901.0
NZL,NEW ZEALAND,11.0,11.0,12.0,12.0,12.0,13.0,12.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0,12.0,14.0,13.0,14.0,15.0,15.0,14.0,15.0,16.0,17.0,18.0
OMN,OMAN,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,20.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,22.0,24.0,27.0,30.0
PAK,PAKISTAN,178.0,184.0,190.0,197.0,204.0,211.0,217.0,223.0,230.0,239.0,249.0,259.0,271.0,282.0,294.0,306.0,318.0,330.0,342.0,353.0,363.0,375.0,388.0,403.0,418.0,431.0
PAN,PANAMA,94.0,97.0,99.0,101.0,102.0,101.0,94.0,92.0,89.0,88.0,87.0,85.0,88.0,85.0,79.0,82.0,82.0,98.0,96.0,89.0,94.0,85.0,91.0,96.0,98.0,102.0
PER,PERU,68.0,70.0,72.0,75.0,85.0,92.0,94.0,99.0,95.0,99.0,114.0,121.0,120.0,124.0,126.0,140.0,157.0,168.0,181.0,199.0,206.0,215.0,223.0,234.0,243.0,251.0
PHL,PHILIPPINES,114.0,117.0,121.0,126.0,127.0,129.0,131.0,129.0,128.0,127.0,127.0,126.0,125.0,127.0,128.0,124.0,117.0,122.0,119.0,122.0,122.0,121.0,135.0,139.0,134.0,152.0
PNG,PAPUA NEW GUINEA,215.0,220.0,224.0,227.0,231.0,238.0,249.0,258.0,259.0,264.0,277.0,290.0,305.0,318.0,330.0,342.0,353.0,360.0,365.0,371.0,377.0,388.0,405.0,427.0,447.0,470.0
POL,POLAND,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,17.0
PRI,PUERTO RICO,14.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0,19.0,19.0,20.0,20.0,21.0,22.0,23.0,23.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0
PRK,"KOREA, D.P.R.O.",82.0,85.0,87.0,91.0,95.0,97.0,100.0,103.0,104.0,104.0,105.0,106.0,109.0,114.0,121.0,128.0,131.0,127.0,116.0,99.0,81.0,65.0,56.0,56.0,63.0,75.0
PRT,PORTUGAL,10.0,10.0,10.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,15.0,15.0,15.0,15.0,16.0,17.0,17.0,17.0
PRY,PARAGUAY,132.0,134.0,136.0,139.0,145.0,139.0,155.0,149.0,148.0,166.0,159.0,181.0,163.0,160.0,157.0,158.0,149.0,143.0,143.0,153.0,147.0,147.0,147.0,149.0,149.0,150.0
PSE,STATE OF PALESTINE,45.0,47.0,48.0,50.0,52.0,54.0,56.0,58.0,60.0,61.0,62.0,64.0,66.0,68.0,70.0,72.0,75.0,78.0,83.0,90.0,96.0,101.0,106.0,111.0,114.0,118.0
QAT,QATAR,13.0,13.0,13.0,14.0,15.0,16.0,17.0,17.0,19.0,21.0,21.0,21.0,21.0,23.0,23.0,24.0,24.0,24.0,25.0,26.0,28.0,29.0,29.0,29.0,30.0,29.0
ROU,ROMANIA,31.0,31.0,31.0,30.0,30.0,30.0,30.0,29.0,29.0,30.0,33.0,35.0,40.0,44.0,46.0,51.0,56.0,62.0,69.0,73.0,77.0,81.0,87.0,96.0,106.0,124.0
RUS,RUSSIA,25.0,25.0,25.0,26.0,27.0,29.0,30.0,32.0,34.0,36.0,42.0,44.0,49.0,51.0,54.0,57.0,59.0,57.0,62.0,71.0,82.0,88.0,81.0,67.0,63.0,63.0
RWA,RWANDA,290.0,304.0,318.0,336.0,361.0,381.0,411.0,452.0,495.0,534.0,567.0,662.0,770.0,870.0,946.0,1020.0,1070.0,1130.0,1230.0,1260.0,1260.0,1270.0,1290.0,1300.0,1290.0,1300.0
SAU,SAUDI ARABIA,12.0,12.0,12.0,13.0,13.0,14.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,25.0,26.0,28.0,30.0,33.0,36.0,38.0,41.0,43.0,46.0
SDN,SUDAN,311.0,318.0,325.0,330.0,339.0,349.0,361.0,376.0,396.0,418.0,440.0,463.0,486.0,504.0,524.0,544.0,562.0,582.0,605.0,627.0,648.0,667.0,690.0,711.0,726.0,744.0
SEN,SENEGAL,315.0,323.0,335.0,351.0,365.0,375.0,387.0,398.0,414.0,426.0,427.0,445.0,462.0,474.0,481.0,488.0,496.0,501.0,506.0,508.0,509.0,511.0,513.0,519.0,527.0,540.0
SGP,SINGAPORE,10.0,10.0,11.0,12.0,12.0,11.0,12.0,14.0,14.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,18.0,16.0,15.0,14.0,13.0,12.0,11.0,11.0,10.0,12.0
SLB,SOLOMON ISLANDS,114.0,118.0,122.0,126.0,131.0,136.0,142.0,147.0,152.0,158.0,164.0,172.0,182.0,192.0,203.0,214.0,226.0,237.0,247.0,259.0,273.0,288.0,304.0,325.0,345.0,364.0
SLE,SIERRA LEONE,1360.0,1410.0,1460.0,1510.0,1580.0,1630.0,1680.0,1730.0,1800.0,1880.0,1990.0,2110.0,2270.0,2390.0,2530.0,2650.0,2750.0,2820.0,2870.0,2890.0,2900.0,2900.0,2850.0,2780.0,2700.0,2630.0
SLV,EL SALVADOR,54.0,54.0,55.0,57.0,60.0,59.0,63.0,59.0,62.0,67.0,68.0,69.0,69.0,72.0,86.0,84.0,88.0,100.0,111.0,112.0,118.0,135.0,138.0,140.0,143.0,157.0
SOM,SOMALIA,732.0,753.0,775.0,791.0,808.0,820.0,846.0,865.0,885.0,911.0,939.0,971.0,999.0,1020.0,1050.0,1080.0,1110.0,1130.0,1160.0,1190.0,1190.0,1200.0,1210.0,1210.0,1210.0,1210.0
SRB,SERBIA,17.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0,14.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,16.0,16.0,15.0,16.0,16.0,15.0,15.0,14.0
SSD,SOUTH SUDAN,789.0,823.0,841.0,857.0,869.0,876.0,886.0,928.0,971.0,1030.0,1090.0,1150.0,1190.0,1230.0,1270.0,1310.0,1340.0,1370.0,1410.0,1470.0,1530.0,1580.0,1630.0,1670.0,1700.0,1730.0
STP,SAO TOME AND PRINCIPE,156.0,159.0,161.0,162.0,161.0,162.0,166.0,167.0,173.0,176.0,181.0,191.0,199.0,207.0,215.0,222.0,231.0,237.0,244.0,254.0,263.0,271.0,291.0,303.0,317.0,330.0
SUR,SURINAME,155.0,158.0,162.0,155.0,157.0,169.0,177.0,194.0,217.0,218.0,223.0,241.0,261.0,271.0,267.0,259.0,237.0,213.0,192.0,184.0,177.0,174.0,153.0,137.0,122.0,127.0
SVK,SLOVAKIA (SLOVAK REPUBLIC),6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0
SVN,SLOVENIA,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,10.0,9.0,11.0,12.0,11.0,12.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,13.0,12.0,13.0,12.0,12.0
SWE,SWEDEN,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0
SWZ,SWAZILAND,389.0,400.0,413.0,400.0,418.0,436.0,451.0,476.0,517.0,561.0,595.0,601.0,601.0,601.0,597.0,586.0,579.0,567.0,553.0,545.0,537.0,538.0,549.0,570.0,602.0,635.0
SYR,SYRIAN ARAB REPUBLIC,68.0,64.0,60.0,56.0,52.0,49.0,49.0,51.0,53.0,55.0,58.0,61.0,64.0,67.0,70.0,73.0,77.0,80.0,82.0,85.0,89.0,94.0,99.0,106.0,114.0,123.0
TCD,CHAD,856.0,881.0,901.0,931.0,984.0,1040.0,1070.0,1070.0,1100.0,1130.0,1170.0,1220.0,1260.0,1310.0,1360.0,1370.0,1390.0,1390.0,1410.0,1410.0,1430.0,1440.0,1440.0,1450.0,1440.0,1450.0
TGO,TOGO,368.0,378.0,386.0,391.0,396.0,393.0,395.0,402.0,416.0,427.0,427.0,434.0,446.0,459.0,474.0,491.0,505.0,521.0,541.0,556.0,563.0,566.0,566.0,571.0,573.0,568.0
THA,THAILAND,20.0,21.0,21.0,22.0,22.0,23.0,23.0,24.0,24.0,24.0,26.0,28.0,28.0,27.0,26.0,25.0,23.0,22.0,22.0,22.0,23.0,25.0,28.0,31.0,36.0,40.0
TJK,TAJIKISTAN,32.0,33.0,34.0,34.0,35.0,35.0,37.0,37.0,38.0,39.0,46.0,46.0,48.0,58.0,69.0,68.0,74.0,89.0,103.0,116.0,129.0,140.0,151.0,113.0,108.0,107.0
TKM,TURKMENISTAN,42.0,43.0,44.0,45.0,46.0,46.0,47.0,49.0,51.0,52.0,53.0,55.0,56.0,56.0,57.0,59.0,61.0,61.0,66.0,75.0,74.0,88.0,90.0,89.0,90.0,82.0
TLS,EAST TIMOR,215.0,231.0,248.0,267.0,289.0,317.0,350.0,387.0,425.0,466.0,506.0,539.0,567.0,601.0,646.0,694.0,724.0,769.0,819.0,857.0,897.0,958.0,1000.0,1030.0,1050.0,1080.0
TON,TONGA,124.0,127.0,131.0,135.0,133.0,130.0,127.0,125.0,122.0,118.0,114.0,110.0,106.0,102.0,94.0,97.0,100.0,102.0,106.0,106.0,100.0,93.0,89.0,83.0,79.0,75.0
TTO,TRINIDAD AND TOBAGO,63.0,63.0,64.0,63.0,65.0,65.0,64.0,63.0,64.0,62.0,62.0,63.0,62.0,60.0,61.0,62.0,64.0,63.0,68.0,73.0,77.0,80.0,84.0,87.0,89.0,90.0
TUN,TUNISIA,62.0,63.0,64.0,64.0,66.0,67.0,68.0,69.0,71.0,72.0,74.0,76.0,78.0,81.0,83.0,84.0,87.0,91.0,101.0,99.0,112.0,114.0,118.0,120.0,125.0,131.0
TUR,TURKEY,16.0,17.0,18.0,19.0,21.0,23.0,27.0,32.0,39.0,48.0,57.0,65.0,70.0,74.0,77.0,79.0,81.0,82.0,83.0,84.0,86.0,87.0,89.0,91.0,93.0,97.0
TZA,"TANZANIA, UNITED REPUBLIC OF",398.0,418.0,438.0,464.0,483.0,514.0,542.0,566.0,608.0,652.0,687.0,717.0,747.0,777.0,813.0,842.0,870.0,900.0,924.0,944.0,961.0,979.0,995.0,998.0,996.0,997.0
UGA,UGANDA,343.0,356.0,372.0,395.0,408.0,420.0,432.0,451.0,469.0,481.0,504.0,536.0,558.0,576.0,601.0,620.0,639.0,658.0,668.0,678.0,684.0,692.0,693.0,692.0,688.0,687.0
UKR,UKRAINE,24.0,24.0,24.0,25.0,25.0,26.0,28.0,32.0,31.0,28.0,30.0,29.0,29.0,30.0,32.0,34.0,36.0,37.0,42.0,48.0,52.0,49.0,47.0,47.0,46.0,46.0
URY,URUGUAY,15.0,15.0,16.0,16.0,17.0,19.0,20.0,20.0,23.0,25.0,26.0,28.0,28.0,31.0,30.0,31.0,29.0,33.0,33.0,33.0,36.0,36.0,37.0,36.0,41.0,37.0
USA,UNITED STATES,14.0,14.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
UZB,UZBEKISTAN,36.0,37.0,37.0,38.0,38.0,39.0,40.0,40.0,41.0,41.0,42.0,40.0,42.0,42.0,39.0,34.0,30.0,30.0,29.0,31.0,32.0,37.0,42.0,45.0,51.0,54.0
VCT,SAINT VINCENT AND THE GRENADINES,45.0,45.0,46.0,47.0,48.0,50.0,51.0,52.0,51.0,50.0,50.0,54.0,64.0,68.0,69.0,74.0,76.0,81.0,86.0,88.0,81.0,74.0,67.0,60.0,60.0,58.0
VEN,VENEZUELA,95.0,97.0,98.0,98.0,99.0,99.0,98.0,97.0,97.0,96.0,93.0,95.0,99.0,103.0,94.0,90.0,91.0,88.0,92.0,92.0,90.0,93.0,91.0,93.0,93.0,94.0
VNM,VIET NAM,54.0,54.0,55.0,56.0,56.0,58.0,57.0,58.0,58.0,59.0,61.0,64.0,68.0,72.0,76.0,81.0,85.0,90.0,95.0,101.0,107.0,113.0,119.0,126.0,132.0,139.0
VUT,VANUATU,78.0,81.0,84.0,87.0,91.0,94.0,98.0,101.0,106.0,110.0,116.0,121.0,127.0,132.0,137.0,144.0,151.0,157.0,167.0,175.0,184.0,192.0,199.0,206.0,217.0,225.0
WSM,SAMOA,51.0,53.0,56.0,59.0,61.0,64.0,66.0,69.0,71.0,74.0,77.0,79.0,82.0,85.0,88.0,93.0,96.0,101.0,106.0,112.0,119.0,125.0,132.0,139.0,147.0,156.0
YEM,YEMEN,385.0,398.0,406.0,410.0,413.0,416.0,417.0,417.0,424.0,428.0,428.0,429.0,429.0,431.0,435.0,440.0,451.0,462.0,476.0,488.0,498.0,507.0,517.0,523.0,535.0,547.0
ZAF,SOUTH AFRICA,138.0,140.0,145.0,152.0,154.0,154.0,148.0,138.0,126.0,119.0,112.0,107.0,102.0,95.0,89.0,85.0,76.0,66.0,61.0,60.0,62.0,69.0,77.0,88.0,98.0,108.0
ZMB,ZAMBIA,224.0,231.0,237.0,243.0,251.0,262.0,274.0,289.0,311.0,338.0,372.0,414.0,472.0,493.0,518.0,541.0,569.0,596.0,598.0,598.0,596.0,597.0,592.0,589.0,584.0,577.0
ZWE,ZIMBABWE,443.0,401.0,369.0,379.0,409.0,446.0,485.0,533.0,564.0,600.0,629.0,648.0,657.0,642.0,621.0,590.0,563.0,530.0,505.0,479.0,449.0,427.0,405.0,414.0,428.0,440.0
