Country code,Country name,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
LUX,LUXEMBURG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LVA,LATVIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAC,MACAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAF,SAINT-MARTIN (FRENCH PART),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,MOROCCO,702536.0,1387980.0,2983600.0,7877788.0,8867744.0,4402373.0,4615177.0,2997338.0,2247043.0,852736.0,1332373.0,440227.0,6401477.0,1.1613825E7,0.0,1241409.0,13081.0,0.0,0.0
MCO,MONACO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDA,"MOLDOVA, REPUBLIC OF",0.0,0.0,4381.0,151805.0,108660.0,215213.0,87207.0,1813175.0,229181.0,5506145.0,1.0028768E7,4274031.0,1990381.0,1558212.0,4689430.0,1302623.0,2284039.0,2792890.0,0.0
MDG,MADAGASCAR,0.0,8502345.0,2.1591049E7,1.9091047E7,4.2432748E7,2.3887553E7,1.332241E7,2.1515317E7,2.3906946E7,3.1243076E7,2.4407752E7,2008191.0,2554809.0,1.3006174E7,2640002.0,8831040.0,1445442.0,9259505.0,0.0
MDV,MALDIVES,0.0,0.0,0.0,469337.0,0.0,10000.0,0.0,43597.0,0.0,1000000.0,150000.0,858859.0,1.10313501E8,2497646.0,0.0,0.0,0.0,0.0,0.0
MEX,MEXICO,0.0,0.0,0.0,4618235.0,1635643.0,0.0,180225.0,324962.0,2602687.0,1526663.0,1.1844279E7,1106995.0,965432.0,0.0,328887.0,353703.0,0.0,0.0,0.0
MHL,MARSHALL ISLANDS,0.0,143781.0,87146.0,0.0,6291497.0,0.0,0.0,0.0,139470.0,0.0,0.0,2280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKD,MACEDONIA,0.0,3320529.0,1.0866989E7,0.0,0.0,25075.0,140845.0,54025.0,25575.0,0.0,400101.0,63710.0,10000.0,300579.0,1.027273E7,2.2357033E7,2373048.0,5461139.0,0.0
MLI,MALI,0.0,7.8996004E7,2.06327208E8,3.81458926E8,3.67961288E8,2.19851266E8,2.8300476E7,1.6703533E7,1.7317095E7,1.3234265E7,1.4517151E7,1.5121918E7,1.869736E7,4639203.0,516325.0,1250465.0,77453.0,0.0,0.0
MLT,MALTA,0.0,0.0,0.0,0.0,0.0,0.0,10874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMR,MYANMAR (Burma) ,0.0,4.7595944E7,1.8792026E8,2.00089199E8,1.72452941E8,1.35531535E8,8.2324212E7,1.36287157E8,2.35186076E8,6.0553927E8,3.2895382E7,2.4290878E7,2.7328479E7,1.7142932E7,1.1142937E7,8488069.0,1711829.0,0.0,0.0
MNE,MONTENEGRO,0.0,0.0,0.0,0.0,0.0,1093769.0,563030.0,1582516.0,398876.0,240657.0,260937.0,73155.0,0.0,0.0,0.0,0.0,179776.0,0.0,0.0
MNG,MONGOLIA,0.0,3829998.0,578207.0,250000.0,318416.0,360604.0,275000.0,1.5137765E7,98452.0,852064.0,163934.0,1957637.0,2283174.0,2630116.0,2278522.0,969947.0,2123813.0,2.6893997E7,0.0
MNP,NORTHERN MARIANA ISLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,MOZAMBIQUE,0.0,7229482.0,1.1920219E7,1.5040606E7,2.3709041E7,1.4040527E7,4896717.0,1.129272E7,1.3889103E7,4.9898139E7,4.9957802E7,1.8063459E7,1.1278802E7,4674108.0,4126624.0,1.7935256E7,2.8037256E7,1.68900625E8,0.0
MRT,MAURITANIA,0.0,1.0589569E7,5.8597186E7,8.1850051E7,1.11888276E8,9.1576914E7,2.1271198E7,5135361.0,2.533276E7,3.9699071E7,4.8185303E7,2.1289334E7,2.1434015E7,1604771.0,1.068948E7,2770615.0,271848.0,0.0,0.0
MSR,MONTSERRAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTQ,MARTINIQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUS,MAURITIUS,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,0.0,21529.0,670533.0,0.0,0.0,0.0
MWI,MALAWI,0.0,5.6825673E7,6.6635082E7,2.4847618E7,8.414605E7,4.5453194E7,545561.0,6366400.0,4572399.0,2.2047507E7,8145542.0,3.4096375E7,1.23650135E8,2110781.0,1.545017E7,6.2435024E7,2678512.0,0.0,0.0
MYS,MALAYSIA,0.0,0.0,1967652.0,1.1386749E7,0.0,651144.0,515350.0,37787.0,28346.0,171857.0,101525.0,437154.0,270000.0,475571.0,0.0,0.0,0.0,0.0,0.0
MYT,MAYOTTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAM,NAMIBIA,0.0,0.0,0.0,500000.0,4122834.0,1096113.0,3396945.0,430890.0,4298917.0,2727305.0,1743033.0,426153.0,426448.0,311843.0,1689186.0,245592.0,525437.0,0.0,0.0
NCL,NEW CALEDONIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0
NER,NIGER,0.0,9.9718972E7,3.46739958E8,2.97679065E8,3.43411071E8,4.33192389E8,1.77938746E8,3.67015762E8,6.0060024E7,6.5731046E7,4.6593063E7,7.9737682E7,1.12559642E8,3140195.0,95778.0,1907810.0,883822.0,0.0,0.0
NFK,NORFOLK ISLAND,0.0,2.4305028E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGA,NIGERIA,0.0,6.4952829E7,1.58881192E8,6.4595985E7,2.865249E7,1.5646967E7,1.9858708E7,1.0109462E7,5948328.0,1823226.0,234197.0,5065519.0,1217318.0,1159594.0,1385646.0,2268700.0,164880.0,0.0,0.0
NIC,NICARAGUA,0.0,1642188.0,2440112.0,2451457.0,3028692.0,3627330.0,8453044.0,5700776.0,5877301.0,9326032.0,3.8476005E7,3058673.0,3177471.0,5605313.0,3294950.0,3567507.0,88776.0,69033.0,0.0
NIU,NIUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402608.0,0.0,0.0,0.0,0.0,0.0
NLD,NETHERLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,NORWAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109797.0,101120.0,126459.0,94178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPL,NEPAL,0.0,4925048.0,5.4125322E8,1.1419943E7,9307058.0,1.8747804E7,4.415817E7,7.569516E7,1.26735126E8,1.25604515E8,9.6091068E7,5.6676766E7,3.241087E7,9089275.0,7192593.0,7191597.0,2682358.0,653603.0,0.0
NRU,NAURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZL,NEW ZEALAND,0.0,0.0,0.0,0.0,0.0,0.0,9822642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMN,OMAN,0.0,0.0,6677.0,0.0,0.0,29700.0,0.0,0.0,0.0,0.0,730754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAK,PAKISTAN,0.0,8.2905237E7,3.27343809E8,2.98053955E8,2.99920425E8,4.68563298E8,4.9930903E8,3.176814288E9,7.5330912E8,1.08018985E8,7.8363923E7,1.85381553E8,1.094707371E9,7057128.0,1.019124E7,1.8360724E7,4.0491123E7,2.419158E7,0.0
PAN,PANAMA,0.0,147710.0,625182.0,1213083.0,0.0,462907.0,0.0,403503.0,196854.0,565451.0,325464.0,173128.0,153000.0,2410231.0,0.0,24777.0,0.0,0.0,0.0
PCN,PITCAIRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER,PERU,0.0,343399.0,4879979.0,207514.0,4719716.0,6084962.0,1.4351877E7,6660810.0,7724404.0,1.3592493E7,6.1198402E7,4490478.0,3496328.0,3956662.0,1970485.0,1.0148617E7,2.0493289E7,0.0,0.0
PHL,PHILIPPINES,0.0,7233064.0,2.9089763E7,3.56041353E8,7.34494728E8,8.5162252E7,3.7308905E7,3.399994E7,1.22671913E8,2.398536E7,1.2318435E7,2.1944212E7,6124760.0,1.9328649E7,1666582.0,146700.0,699406.0,676119.0,0.0
PLW,PALAU,0.0,0.0,80000.0,200000.0,99808.0,327081.0,186402.0,95717.0,0.0,0.0,0.0,310000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNG,PAPUA NEW GUINEA,0.0,9692157.0,5878413.0,8603604.0,2266268.0,920480.0,1112738.0,231092.0,1738444.0,1650523.0,1362235.0,870000.0,3823886.0,368206.0,247951.0,1600672.0,0.0,0.0,0.0
POL,POLAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172100.0,351803.0,0.0,0.0,0.0,0.0,0.0,0.0,23943.0,1.4678331E7,0.0,0.0
PRI,PUERTO RICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRK,"KOREA, D.P.R.O.",0.0,1.9554953E7,3.2696354E7,3.1038229E7,6.2796881E7,1.17793008E8,8.9234489E7,2.4492052E7,6.1329694E7,5.6321964E7,1.09465053E8,3.4038647E7,4.6659807E7,2.99515453E8,1.84662681E8,3.6083524E8,3.77610936E8,2.24117799E8,0.0
PRT,PORTUGAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,480769.0,0.0,835294.0,0.0,0.0,0.0,0.0
PRY,PARAGUAY,0.0,1257529.0,1532301.0,3678712.0,2395140.0,4160486.0,1991951.0,0.0,1192288.0,2507833.0,3100002.0,189641.0,0.0,257033.0,0.0,20000.0,0.0,0.0,0.0
PSE,STATE OF PALESTINE,861744.0,2.85205055E8,5.94341924E8,9.11399692E8,4.29986868E8,5.61437115E8,5.35617116E8,4.07560701E8,8.44391042E8,5.07995969E8,3.62844035E8,4.52349016E8,2.43386778E8,2.97396413E8,2.27790491E8,4.3760453E7,6.97604254E8,6663372.0,0.0
PYF,FRENCH POLYNESIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QAT,QATAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REU,REUNION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROU,ROMANIA,0.0,0.0,0.0,122799.0,0.0,76170.0,0.0,122084.0,83210.0,553448.0,59227.0,978185.0,4607806.0,142607.0,42796.0,255227.0,108873.0,536055.0,0.0
RUS,RUSSIA,0.0,0.0,2451600.0,1.0844505E7,562000.0,2513659.0,2676458.0,2685737.0,9282023.0,2.215811E7,7.8704258E7,8.1661123E7,7.3554297E7,7.3462547E7,6.5695581E7,6.6779425E7,8.9367279E7,3478225.0,8.6405163E7
RWA,RWANDA,0.0,2.0313045E7,1.01165464E8,1.0123427E7,1.9973596E7,7392546.0,1.260633E7,563931.0,1155471.0,5344675.0,1.5264536E7,5421560.0,4428427.0,738690.0,1099262.0,2509301.0,0.0,1.0301377E7,0.0
SAU,SAUDI ARABIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDN,SUDAN,0.0,1.15946804E8,6.50413024E8,6.49508911E8,6.36188748E8,6.76658929E8,8.66987565E8,1.33896361E9,1.69639745E9,1.767291846E9,1.500153088E9,1.462078409E9,1.430872152E9,1.021216641E9,3.55797266E8,2.7041754E8,2.34532052E8,1.29814671E8,0.0
SEN,SENEGAL,0.0,4619481.0,2.4150752E7,3.0055211E7,2.6061792E7,4.2119797E7,3269331.0,6021817.0,3.5577218E7,2.0790666E7,7241635.0,8378068.0,7252140.0,2756003.0,4793647.0,1187494.0,401551.0,0.0,0.0
SGP,SINGAPORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4839.0,0.0,0.0,0.0,7517.0,0.0,0.0,0.0
SHN,ST. HELENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJM,SVALBARD AND JAN MAYEN ISLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLB,SOLOMON ISLANDS,0.0,1389519.0,822358.0,8297961.0,1907019.0,499892.0,1482437.0,84824.0,321932.0,0.0,5112984.0,40000.0,0.0,0.0,573800.0,1038181.0,0.0,0.0,0.0
SLE,SIERRA LEONE,0.0,4888757.0,3.1506868E7,7.00227799E8,2980287.0,1.3562505E7,1.2779615E7,1.8833552E7,3.5042227E7,4.4500306E7,1.4740825E7,1.4369525E7,1.7684032E7,4.7396697E7,1.42200031E8,9.0874412E7,1.30512641E8,5.9451577E7,0.0
SLV,EL SALVADOR,0.0,1366724.0,3123869.0,3807972.0,137741.0,2232139.0,1.4651548E7,5633161.0,1.4616583E7,4236518.0,3471966.0,3687343.0,1.4214292E7,2771766.0,2111592.0,2997615.0,7.3462471E7,0.0,0.0
SMR,SAN MARINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOM,SOMALIA,0.0,2.56162399E8,5.81523002E8,6.71971531E8,6.72106941E8,8.41543837E8,1.350348955E9,4.5872887E8,6.94806066E8,6.33967758E8,3.66925557E8,2.76677659E8,1.61976556E8,1.09576001E8,6.5447468E7,7.7588298E7,5.4690564E7,4.6239741E7,0.0
SPM,ST. PIERRE AND MIQUELON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRB,SERBIA,0.0,6503367.0,2.3586215E7,1.4455118E7,6292.0,632322.0,4788670.0,1341919.0,1383405.0,5094535.0,1499628.0,1396153.0,0.0,0.0,0.0,0.0,208719.0,0.0,0.0
SSD,SOUTH SUDAN,0.0,4.34443351E8,1.375533761E9,1.987185338E9,9.17011049E8,8.67282346E8,4.7787917E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STP,SAO TOME AND PRINCIPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591716.0,1101695.0,72044.0,378140.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR,SURINAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,622084.0,0.0,7271248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVK,SLOVAKIA (SLOVAK REPUBLIC),0.0,0.0,73500.0,225015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982000.0,762774.0,50000.0,0.0,0.0,0.0
SVN,SLOVENIA,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,SWEDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35294.0,0.0,0.0,0.0,50000.0,0.0,0.0
SWZ,SWAZILAND,0.0,3277619.0,869984.0,1.15451E7,386126.0,0.0,370370.0,20000.0,1681003.0,6198149.0,1.5401357E7,360000.0,2694140.0,3276210.0,5124035.0,2997470.0,0.0,0.0,0.0
SXM,SINT MAARTEN (DUTCH PART),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYC,SEYCHELLES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248762.0,4319502.0,630000.0,0.0,20000.0,0.0,0.0,0.0
SYR,SYRIAN ARAB REPUBLIC,9974900.0,7.07174942E8,2.37253622E9,2.246140266E9,1.465359959E9,6.39699588E8,3.8819186E7,1.69718937E8,2.7216249E8,1.01996921E8,1.670954E7,1980332.0,0.0,890625.0,2449294.0,1465553.0,558121.0,1054800.0,0.0
TCA,TURKS AND CAICOS ISLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCD,CHAD,0.0,9.5952896E7,3.08613881E8,2.903336E8,3.59235413E8,4.04078697E8,4.0696118E8,3.65429726E8,4.28706912E8,3.07904132E8,3.13519609E8,1.8886458E8,1.72430648E8,1.90435037E8,8915335.0,2549307.0,4864193.0,0.0,0.0
TGO,TOGO,0.0,179038.0,184771.0,1120377.0,1989720.0,3172460.0,2189847.0,5549618.0,3455158.0,1.1646127E7,1.0736961E7,947040.0,868126.0,0.0,0.0,0.0,183448.0,0.0,0.0
THA,THAILAND,0.0,1.5442763E7,3.0447846E7,4.0303111E7,4.8015919E7,1.2429366E7,4.6935111E7,1.2296271E7,4.3741998E7,8042773.0,2.2164062E7,5717531.0,6.1944243E7,2.6048784E7,1.2883856E7,9929293.0,8243758.0,1236094.0,0.0
TJK,TAJIKISTAN,0.0,4406860.0,8056032.0,7464681.0,4106652.0,2.6592169E7,9350785.0,1.9737998E7,4.0487106E7,7.3697751E7,2.0930593E7,1.8226573E7,1.8145191E7,3.6211279E7,6.2162224E7,9.394437E7,7.5775295E7,4.6772875E7,15080.0
TKL,TOKELAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKM,TURKMENISTAN,0.0,0.0,0.0,0.0,0.0,451290.0,400000.0,0.0,0.0,64767.0,573638.0,0.0,366828.0,0.0,0.0,0.0,0.0,0.0,0.0
TLS,EAST TIMOR,0.0,2454565.0,2861487.0,2399326.0,1284091.0,518738.0,0.0,1170861.0,1731620.0,2.168795E7,3.2947745E7,3.2849648E7,4711924.0,3583202.0,3040408.0,5810132.0,3428867.0,4826311.0,1.80132946E8
TON,TONGA,0.0,0.0,507794.0,1021732.0,499710.0,0.0,86307.0,0.0,2526894.0,0.0,0.0,0.0,0.0,0.0,0.0,867858.0,0.0,0.0,0.0
TTO,TRINIDAD AND TOBAGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839044.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUN,TUNISIA,26078.0,1860573.0,7080155.0,2955498.0,3212385.0,3610582.0,6.0573442E7,0.0,10890.0,0.0,25862.0,124411.0,2138110.0,68169.0,0.0,190476.0,208333.0,0.0,0.0
TUR,TURKEY,93845.0,2.73522151E8,5.33237318E8,4.83362581E8,1.97046224E8,8.0280135E7,3.4401807E7,495289.0,2096650.0,1197284.0,2337387.0,2406394.0,859592.0,1364705.0,3386354.0,2745283.0,221565.0,0.0,49800.0
TUV,TUVALU,0.0,0.0,681284.0,0.0,0.0,0.0,204000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA,"TANZANIA, UNITED REPUBLIC OF",0.0,7.8409892E7,1.33436228E8,1006492.0,1.8379678E7,1.3854575E7,2.8048508E7,9680825.0,1.7124927E7,2.5026893E7,6.1428285E7,3.1600962E7,2.1712064E7,4.0809333E7,4715030.0,6716908.0,1.03103981E8,1.2271593E7,0.0
UGA,UGANDA,0.0,7.9755508E7,1.41479251E8,1.76977781E8,5.6693402E7,3.6676E7,5.1962703E7,1.16911374E8,2.10697524E8,3.10248774E8,3.25447632E8,2.90814766E8,1.98631966E8,1.54698591E8,1.36297676E8,5.5995273E7,4.0154113E7,1.9625415E7,0.0
UKR,UKRAINE,0.0,1.3121644E8,2.84883385E8,7.6568229E7,238840.0,147407.0,4496474.0,235200.0,2028308.0,4295727.0,285345.0,289841.0,521518.0,373309.0,405798.0,931902.0,3512611.0,484011.0,0.0
URY,URUGUAY,0.0,0.0,4406000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624243.0,80000.0,204085.0,54152.0,29343.0,0.0,0.0,0.0,0.0
USA,UNITED STATES,0.0,0.0,0.0,0.0,0.0,150000.0,122790.0,0.0,0.0,0.0,0.0,0.0,2.9357409E7,0.0,0.0,0.0,0.0,0.0,0.0
UZB,UZBEKISTAN,0.0,169875.0,387301.0,8261874.0,769807.0,877516.0,310000.0,7144764.0,0.0,391361.0,666947.0,0.0,235294.0,197917.0,0.0,261905.0,304350.0,2902.0,0.0
VAT,HOLY SEE (VATICAN CITY STATE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCT,SAINT VINCENT AND THE GRENADINES,0.0,0.0,325027.0,261257.0,884501.0,0.0,0.0,190517.0,632530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEN,VENEZUELA,0.0,1024915.0,1186124.0,1892627.0,1518270.0,794702.0,1185235.0,1105184.0,952614.0,846966.0,1276104.0,718697.0,1213039.0,0.0,3649392.0,2608475.0,24242.0,931745.0,0.0
VGB,VIRGIN ISLANDS (BRITISH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIR,VIRGIN ISLANDS (U.S.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNM,VIET NAM,0.0,149329.0,3750215.0,5102372.0,4824126.0,1.1456059E7,7660264.0,1.0723493E7,1.7127035E7,1.1350182E7,1.0106553E7,7030117.0,5878387.0,3224877.0,2775025.0,4243450.0,2735971.0,9459126.0,0.0
VUT,VANUATU,0.0,1993626.0,3.8094007E7,511273.0,1713914.0,499831.0,1185681.0,947348.0,0.0,0.0,0.0,0.0,0.0,167669.0,26096.0,0.0,0.0,0.0,0.0
WLF,WALLIS AND FUTUNA ISLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSM,SAMOA,0.0,0.0,0.0,0.0,1551086.0,3457548.0,759791.0,358909.0,1.2178832E7,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEM,YEMEN,0.0,3.4583831E8,1.800402148E9,4.3015896E8,4.52957103E8,4.25384621E8,2.99589965E8,1.41279835E8,1.61169821E8,1.36927583E8,9555125.0,3799044.0,7193475.0,3968279.0,4651309.0,1687620.0,1972800.0,0.0,0.0
ZAF,SOUTH AFRICA,0.0,0.0,0.0,9521247.0,455443.0,1203741.0,652889.0,43597.0,210489.0,1199513.0,0.0,2579776.0,503786.0,2596592.0,250511.0,6500000.0,470450.0,396908.0,0.0
ZMB,ZAMBIA,0.0,1750000.0,3300000.0,5368900.0,3000000.0,30364.0,0.0,1605212.0,8841696.0,9599973.0,5218872.0,4.3717613E7,1.6343794E7,3214139.0,1.1118561E7,3.580793E7,1971117.0,365545.0,0.0
ZWE,ZIMBABWE,0.0,1.1592127E7,1.6965128E7,3.2556073E7,9.4456937E7,2.34245468E8,2.30757227E8,3.17838529E8,6.34211153E8,4.83115087E8,3.32097079E8,3.9498026E8,5.6606858E7,4.4586603E7,7.3595394E7,2.101334E8,333037.0,3300510.0,0.0
